apm_id,application_acronym,enterprise_heritage,application_name,application_environment,competitively_sensitive,risk_tier,fqdn,server_designation,server_site,ip_address
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm6s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.42
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm2s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.25
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm18p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.11
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm11s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.209
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),QA,No,High Risk,xmldbw3q.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.17
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm54p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.35
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm19s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.217
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm4s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.27
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm54p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.35
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm24p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.30
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),QA,No,High Risk,xmldbw3q.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.17
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw39p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.91.14
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm38p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.18
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm59p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.24
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm4s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.27
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm83p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.58
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm15s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.213
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm23s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.221
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm80p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.55
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm15s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.213
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw99p.aetna.com,Not PCI related,Phoenix-4025 E. Cotton Center,157.121.90.159
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm43p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.23
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),QA,No,High Risk,xmldbw2q.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.18
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw85p.aetna.com,Not PCI related,Phoenix-4025 E. Cotton Center,157.121.90.145
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm94p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.69
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw22p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.246
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm87p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.62
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm80p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.55
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),DEV,No,High Risk,xmldbm3d.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.80.23
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm82p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.57
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm16s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.214
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw25p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.249
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw25p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.249
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm3s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.26
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm86p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.61
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw87p.aetna.com,Not PCI related,Phoenix-4025 E. Cotton Center,157.121.90.147
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm40p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.20
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),QA,No,High Risk,xmldbw2q.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.18
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm19p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.12
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm96p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.71
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm60p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.25
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm17p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.10
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw38p.aetna.com,Not PCI related,Windsor-570 Pigeon Hill Data Ctr,157.121.91.26
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm51p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.32
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm89p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.64
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm92p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.67
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm2s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.25
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),QA,No,High Risk,xmldbw4q.aetna.com,PCI Connected,Middletown-Middle St Data Center,157.121.90.20
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm87p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.62
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm7s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.67
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm57p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.38
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm18p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.11
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm18s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.216
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw18p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.242
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm86p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.61
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm23s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.221
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw17p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.241
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm24p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.30
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm62p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.27
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm58p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.39
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),DEV,No,High Risk,xmldbm2d.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.80.22
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm17s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.215
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm3s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.26
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm62p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.27
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw25p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.249
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm23s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.221
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw20p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.244
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm102p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.77
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm14s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.212
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw24p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.248
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm89p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.64
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw23p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.247
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm16s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.214
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm62p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.27
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),DEV,No,High Risk,xmldbm2d.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.80.22
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm58p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.39
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw43p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.91.232
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm13s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.211
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw39p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.91.14
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm19s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.217
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm100p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.75
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm52p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.33
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm83p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.58
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm51p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.32
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm40p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.20
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm90p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.65
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm24p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.30
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm95p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.70
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm21s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.219
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm2s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.25
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw43p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.91.232
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm43p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.23
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw41p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.91.55
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm43p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.23
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw80p.aetna.com,Not PCI related,Phoenix-4025 E. Cotton Center,157.121.90.140
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),DEV,No,High Risk,xmldbm2d.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.80.22
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm80p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.55
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm9s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.207
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm113p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.88
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm108p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.83
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm87p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.62
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw22p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.246
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw37p.aetna.com,Not PCI related,Windsor-570 Pigeon Hill Data Ctr,157.121.91.25
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm53p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.34
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm54p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.35
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm14s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.212
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm17p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.10
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm3s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.26
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm82p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.57
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm18s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.216
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm103p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.78
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm4s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.27
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),QA,No,High Risk,xmldbw4q.aetna.com,PCI Connected,Middletown-Middle St Data Center,157.121.90.20
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw82p.aetna.com,Not PCI related,Phoenix-4025 E. Cotton Center,157.121.90.142
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw23p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.247
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm8s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.85
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm19s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.217
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm15s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.213
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm10s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.208
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm41p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.21
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm25s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.223
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm18s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.216
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),DEV,No,High Risk,xmldbm2d.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.80.22
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm24p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.30
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw80p.aetna.com,Not PCI related,Phoenix-4025 E. Cotton Center,157.121.90.140
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm19s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.217
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm86p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.61
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm39p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.19
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm2s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.25
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm38p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.18
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm17s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.215
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm83p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.58
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm4s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.27
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm8s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.85
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm38p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.18
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm61p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.26
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm93p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.68
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm19p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.12
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm21p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.14
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm12s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.210
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm25p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.31
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw18p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.242
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm11s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.209
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),DEV,No,High Risk,xmldbm2d.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.80.22
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm51p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.32
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbm95p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.162.70
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm5s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.37
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),PROD,No,High Risk,xmldbw40p.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.91.30
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm8s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.85
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),QA,No,High Risk,xmldbw2q.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.90.18
APM0012592,MLCSG,AETNA,MarkLogic Claim Summary Framework (Gradle),TEST,No,High Risk,xmldbm8s.aetna.com,Not PCI related,Middletown-Middle St Data Center,157.121.81.85
